customer_id,persona,is_story_customer,story_customer_id,recency_days,frequency,monetary,avg_order_value,max_order_value,min_order_value,total_quantity,avg_discount_pct,discount_usage_rate,website_orders_pct,app_orders_pct,whatsapp_orders_pct,preferred_payment_method,baby_care_orders,family_essentials_orders,wellness_orders,self_care_orders,nutrition_orders,favorite_category,customer_tenure_days,days_since_last_order,avg_days_between_orders,orders_per_month,story_type,journey_stage,engagement_level
CUST05079,Wellness Seekers,0,,164,6,4406.25,734.375,1143.8,454.0,8,9.166666666666666,0.6666666666666666,0.3333333333333333,0.5,0.16666666666666666,UPI,0,1,5,0,0,Wellness,702,164,107.4,0.256,UNKNOWN,UNKNOWN,UNKNOWN
CUST05080,Budget Families,0,,102,11,12275.65,1115.9681818181818,3597.2,410.25,26,17.272727272727273,1.0,0.5454545454545454,0.2727272727272727,0.18181818181818182,UPI,3,5,3,0,0,Family Essentials,478,102,33.2,0.69,UNKNOWN,UNKNOWN,UNKNOWN
CUST05081,New Parents,0,,36,8,11445.85,1430.73125,3556.8,282.0,20,7.5,0.75,0.5,0.5,0.0,UPI,5,3,0,0,0,Baby Care,267,36,27.571428571428573,0.899,UNKNOWN,UNKNOWN,UNKNOWN
CUST05082,New Parents,0,,5,9,12349.8,1372.1999999999998,2789.2,742.0,25,6.666666666666667,0.6666666666666666,0.3333333333333333,0.4444444444444444,0.2222222222222222,UPI,6,2,1,0,0,Baby Care,419,5,44.75,0.644,UNKNOWN,UNKNOWN,UNKNOWN
CUST05083,Budget Families,0,,83,8,10853.7,1356.7125,3027.6,334.4,23,12.5,1.0,0.5,0.125,0.375,UPI,4,4,0,0,0,Baby Care,485,83,50.857142857142854,0.495,UNKNOWN,UNKNOWN,UNKNOWN
CUST05084,Budget Families,0,,194,4,6441.55,1610.3875,3015.3,538.9,9,8.75,1.0,0.25,0.75,0.0,COD,2,2,0,0,0,Baby Care,669,194,93.33333333333333,0.179,UNKNOWN,UNKNOWN,UNKNOWN
CUST05085,Premium Self-Care,0,,24,6,4315.0,719.1666666666666,1358.0,292.0,8,0.0,0.0,0.6666666666666666,0.16666666666666666,0.16666666666666666,CARD,0,1,5,0,0,Wellness,581,24,101.4,0.31,UNKNOWN,UNKNOWN,UNKNOWN
CUST05086,Premium Self-Care,0,,13,7,3468.2,495.45714285714286,940.0,311.6,7,3.5714285714285716,0.42857142857142855,0.14285714285714285,0.7142857142857143,0.14285714285714285,CARD,0,1,6,0,0,Wellness,684,13,92.5,0.307,UNKNOWN,UNKNOWN,UNKNOWN
CUST05087,Seasoned Parents,0,,57,7,6262.05,894.5785714285714,2612.5,237.6,11,11.428571428571429,1.0,0.2857142857142857,0.5714285714285714,0.14285714285714285,UPI,3,1,3,0,0,Baby Care,172,57,11.666666666666666,1.221,UNKNOWN,UNKNOWN,UNKNOWN
CUST05088,Wellness Seekers,0,,26,7,7070.3,1010.0428571428572,2408.0,515.7,10,5.714285714285714,0.5714285714285714,0.14285714285714285,0.7142857142857143,0.14285714285714285,UPI,1,0,6,0,0,Wellness,657,26,102.16666666666667,0.32,UNKNOWN,UNKNOWN,UNKNOWN
CUST05089,Seasoned Parents,0,,33,5,3452.8,690.5600000000001,1094.0,316.8,6,8.0,0.6,0.0,0.2,0.8,CARD,0,2,3,0,0,Wellness,322,33,62.5,0.466,UNKNOWN,UNKNOWN,UNKNOWN
CUST05090,Wellness Seekers,0,,125,4,5682.1,1420.525,2188.0,915.8,9,5.0,0.5,0.25,0.75,0.0,UPI,0,0,4,0,0,Wellness,516,125,120.33333333333333,0.233,UNKNOWN,UNKNOWN,UNKNOWN
CUST05091,Budget Families,0,,62,4,4195.75,1048.9375,2519.4,301.15,8,10.0,0.75,0.25,0.5,0.25,COD,1,3,0,0,0,Family Essentials,595,62,145.66666666666666,0.202,UNKNOWN,UNKNOWN,UNKNOWN
CUST05092,Wellness Seekers,0,,12,10,7174.7,717.47,1764.0,295.8,17,11.5,0.8,0.3,0.6,0.1,UPI,0,1,9,0,0,Wellness,289,12,27.444444444444443,1.038,UNKNOWN,UNKNOWN,UNKNOWN
CUST05093,Budget Families,0,,54,4,2197.9,549.475,683.4,385.7,7,15.0,1.0,1.0,0.0,0.0,UPI,1,2,1,0,0,Family Essentials,428,54,64.33333333333333,0.28,UNKNOWN,UNKNOWN,UNKNOWN
CUST05094,Seasoned Parents,0,,115,9,8159.5,906.6111111111111,1877.2,283.05,20,7.222222222222222,0.5555555555555556,0.6666666666666666,0.3333333333333333,0.0,UPI,3,4,2,0,0,Family Essentials,472,115,41.625,0.572,UNKNOWN,UNKNOWN,UNKNOWN
CUST05095,Budget Families,0,,1,10,11149.2,1114.92,3359.2,316.8,24,13.0,0.9,0.0,0.1,0.9,UPI,2,7,1,0,0,Family Essentials,324,1,29.22222222222222,0.926,UNKNOWN,UNKNOWN,UNKNOWN
CUST05096,New Parents,0,,126,8,10575.25,1321.90625,2337.5,385.9,19,14.375,1.0,0.375,0.375,0.25,CARD,4,3,1,0,0,Baby Care,402,126,19.857142857142858,0.597,UNKNOWN,UNKNOWN,UNKNOWN
CUST05097,Wellness Seekers,0,,11,6,9154.5,1525.75,4125.0,461.7,11,3.3333333333333335,0.5,0.3333333333333333,0.5,0.16666666666666666,UPI,0,1,5,0,0,Wellness,539,11,83.6,0.334,UNKNOWN,UNKNOWN,UNKNOWN
CUST05098,Seasoned Parents,0,,95,5,4039.8,807.96,1203.2,460.8,10,13.0,1.0,1.0,0.0,0.0,COD,0,4,1,0,0,Family Essentials,350,95,56.25,0.429,UNKNOWN,UNKNOWN,UNKNOWN
CUST05099,Seasoned Parents,0,,38,7,8499.2,1214.1714285714286,3027.6,275.2,12,7.142857142857143,0.5714285714285714,0.42857142857142855,0.14285714285714285,0.42857142857142855,UPI,2,4,1,0,0,Family Essentials,267,38,36.833333333333336,0.787,UNKNOWN,UNKNOWN,UNKNOWN
CUST05100,Seasoned Parents,0,,55,7,8869.75,1267.107142857143,3300.0,283.05,12,17.142857142857142,1.0,0.42857142857142855,0.42857142857142855,0.14285714285714285,COD,1,2,4,0,0,Wellness,740,55,92.66666666666667,0.284,UNKNOWN,UNKNOWN,UNKNOWN
CUST05101,Seasoned Parents,0,,53,7,9707.45,1386.7785714285715,3720.2,344.0,18,4.285714285714286,0.5714285714285714,0.42857142857142855,0.2857142857142857,0.2857142857142857,CARD,2,4,1,0,0,Family Essentials,422,53,59.166666666666664,0.498,UNKNOWN,UNKNOWN,UNKNOWN
CUST05102,Premium Self-Care,0,,19,6,4414.15,735.6916666666666,1352.8,316.35,9,1.6666666666666667,0.3333333333333333,0.5,0.5,0.0,CARD,0,1,5,0,0,Wellness,716,19,111.6,0.251,UNKNOWN,UNKNOWN,UNKNOWN
CUST05103,Premium Self-Care,0,,6,4,1727.45,431.8625,626.4,316.8,5,11.25,0.75,0.0,0.75,0.25,CARD,1,1,2,0,0,Wellness,621,6,160.33333333333334,0.193,UNKNOWN,UNKNOWN,UNKNOWN
CUST05104,Budget Families,0,,4,12,14195.6,1182.9666666666667,2697.9,492.8,33,17.083333333333332,0.9166666666666666,0.75,0.0,0.25,UPI,3,8,1,0,0,Family Essentials,349,4,31.181818181818183,1.032,UNKNOWN,UNKNOWN,UNKNOWN
CUST05105,Seasoned Parents,0,,31,5,5649.2,1129.84,1778.4,450.0,10,6.0,0.4,0.4,0.2,0.4,CARD,0,4,1,0,0,Family Essentials,133,31,23.5,1.128,UNKNOWN,UNKNOWN,UNKNOWN
CUST05106,Wellness Seekers,0,,7,5,1906.2,381.24,486.0,292.0,5,6.0,0.6,0.4,0.4,0.2,CARD,1,1,3,0,0,Wellness,120,7,22.75,1.25,UNKNOWN,UNKNOWN,UNKNOWN
CUST05107,Premium Self-Care,0,,113,4,6364.0,1591.0,1976.0,972.0,9,0.0,0.0,0.0,1.0,0.0,CARD,0,1,3,0,0,Wellness,707,113,86.33333333333333,0.17,UNKNOWN,UNKNOWN,UNKNOWN
CUST05108,Wellness Seekers,0,,157,3,2654.75,884.9166666666666,1880.0,251.3,4,11.666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,UPI,0,0,3,0,0,Wellness,458,157,119.0,0.197,UNKNOWN,UNKNOWN,UNKNOWN
CUST05109,Wellness Seekers,0,,75,10,8994.15,899.415,2287.6,249.75,14,10.0,0.9,0.3,0.6,0.1,UPI,0,0,10,0,0,Wellness,332,75,20.0,0.904,UNKNOWN,UNKNOWN,UNKNOWN
CUST05110,Seasoned Parents,0,,385,4,4438.9,1109.725,1587.0,344.0,7,8.75,0.5,0.5,0.5,0.0,UPI,1,3,0,0,0,Family Essentials,648,385,79.66666666666667,0.185,UNKNOWN,UNKNOWN,UNKNOWN
CUST05111,New Parents,0,,17,11,12964.3,1178.5727272727272,2964.0,258.0,22,12.272727272727273,0.8181818181818182,0.6363636363636364,0.36363636363636365,0.0,UPI,2,8,1,0,0,Family Essentials,201,17,13.7,1.642,UNKNOWN,UNKNOWN,UNKNOWN
CUST05112,New Parents,0,,26,11,14557.300000000001,1323.3909090909092,5500.0,309.6,26,10.454545454545455,0.9090909090909091,0.45454545454545453,0.36363636363636365,0.18181818181818182,UPI,7,3,1,0,0,Baby Care,217,26,15.4,1.521,UNKNOWN,UNKNOWN,UNKNOWN
CUST05113,New Parents,0,,29,5,6123.5,1224.7,2539.2,501.6,10,8.0,0.8,0.2,0.6,0.2,CARD,3,2,0,0,0,Baby Care,105,29,8.5,1.429,UNKNOWN,UNKNOWN,UNKNOWN
CUST05114,Wellness Seekers,0,,14,5,3888.4,777.6800000000001,1375.0,515.7,5,9.0,0.8,0.2,0.8,0.0,CARD,0,1,4,0,0,Wellness,754,14,99.25,0.199,UNKNOWN,UNKNOWN,UNKNOWN
CUST05115,New Parents,0,,2,10,8316.35,831.635,1225.8,301.5,22,9.0,0.7,0.3,0.5,0.2,CARD,8,2,0,0,0,Baby Care,601,2,64.33333333333333,0.499,UNKNOWN,UNKNOWN,UNKNOWN
CUST05116,Wellness Seekers,0,,1,9,9246.6,1027.4,2750.0,352.0,14,5.0,0.3333333333333333,0.1111111111111111,0.8888888888888888,0.0,UPI,1,2,6,0,0,Wellness,160,1,19.0,1.688,UNKNOWN,UNKNOWN,UNKNOWN
CUST05117,Premium Self-Care,0,,5,7,7114.0,1016.2857142857143,1976.0,333.0,11,0.0,0.0,0.14285714285714285,0.42857142857142855,0.42857142857142855,CARD,0,3,4,0,0,Wellness,266,5,28.666666666666668,0.789,UNKNOWN,UNKNOWN,UNKNOWN
CUST05118,Wellness Seekers,0,,3,7,7317.3,1045.3285714285714,2643.3,523.45,11,7.857142857142857,0.7142857142857143,0.42857142857142855,0.5714285714285714,0.0,CARD,1,0,6,0,0,Wellness,112,3,9.166666666666666,1.875,UNKNOWN,UNKNOWN,UNKNOWN
CUST05119,Premium Self-Care,0,,67,7,6048.7,864.1,1244.0,460.8,11,7.142857142857143,0.7142857142857143,0.8571428571428571,0.14285714285714285,0.0,CARD,0,0,7,0,0,Wellness,717,67,106.5,0.293,UNKNOWN,UNKNOWN,UNKNOWN
CUST05120,Premium Self-Care,0,,37,5,4373.0,874.6,2029.2,292.0,8,3.0,0.6,0.4,0.6,0.0,CARD,0,1,4,0,0,Wellness,321,37,57.75,0.467,UNKNOWN,UNKNOWN,UNKNOWN
CUST05121,Premium Self-Care,0,,98,4,2491.8,622.95,846.0,295.8,4,11.25,0.75,0.25,0.75,0.0,CARD,0,0,4,0,0,Wellness,343,98,58.0,0.35,UNKNOWN,UNKNOWN,UNKNOWN
CUST05122,Wellness Seekers,0,,3,10,8124.25,812.425,1912.35,316.35,16,2.0,0.4,0.6,0.4,0.0,UPI,2,1,7,0,0,Wellness,733,3,58.44444444444444,0.409,UNKNOWN,UNKNOWN,UNKNOWN
CUST05123,Dormant Customers,0,,135,2,1707.4,853.7,867.6,839.8,2,12.5,1.0,0.5,0.0,0.5,COD,0,1,1,0,0,Family Essentials,385,135,164.0,0.156,UNKNOWN,UNKNOWN,UNKNOWN
CUST05124,Premium Self-Care,0,,238,2,2608.3,1304.15,2116.0,492.3,3,5.0,0.5,0.5,0.5,0.0,CARD,0,1,1,0,0,Family Essentials,311,238,19.0,0.193,UNKNOWN,UNKNOWN,UNKNOWN
CUST05125,New Parents,0,,103,6,7812.0,1302.0,2556.8,632.4,16,10.833333333333334,0.8333333333333334,0.3333333333333333,0.6666666666666666,0.0,UPI,3,2,1,0,0,Baby Care,618,103,74.6,0.291,UNKNOWN,UNKNOWN,UNKNOWN
CUST05126,Budget Families,0,,203,4,5298.6,1324.65,2857.6,635.6,12,12.5,1.0,0.5,0.0,0.5,UPI,1,3,0,0,0,Family Essentials,560,203,111.33333333333333,0.214,UNKNOWN,UNKNOWN,UNKNOWN
CUST05127,Wellness Seekers,0,,21,8,9272.5,1159.0625,4575.2,278.1,15,6.25,0.75,0.375,0.5,0.125,UPI,2,0,6,0,0,Wellness,288,21,34.857142857142854,0.833,UNKNOWN,UNKNOWN,UNKNOWN
CUST05128,Premium Self-Care,0,,5,5,3664.9,732.98,1928.0,334.4,6,3.0,0.6,0.2,0.8,0.0,CARD,0,1,4,0,0,Wellness,420,5,66.5,0.357,UNKNOWN,UNKNOWN,UNKNOWN
CUST05129,Dormant Customers,0,,92,2,1715.6,857.8,950.6,765.0,4,22.5,1.0,0.0,0.0,1.0,UPI,1,1,0,0,0,Baby Care,139,92,34.0,0.432,UNKNOWN,UNKNOWN,UNKNOWN
CUST05130,New Parents,0,,6,12,16176.949999999999,1348.0791666666667,4232.0,408.6,27,6.666666666666667,0.5,0.4166666666666667,0.4166666666666667,0.16666666666666666,UPI,6,3,3,0,0,Baby Care,516,6,41.72727272727273,0.698,UNKNOWN,UNKNOWN,UNKNOWN
CUST05131,Wellness Seekers,0,,167,4,3061.8,765.45,1136.2,440.8,6,7.5,0.75,0.5,0.25,0.25,UPI,0,0,4,0,0,Wellness,565,167,52.0,0.212,UNKNOWN,UNKNOWN,UNKNOWN
CUST05132,New Parents,0,,5,11,11795.75,1072.340909090909,2396.85,250.8,19,11.363636363636363,1.0,0.5454545454545454,0.36363636363636365,0.09090909090909091,CARD,7,2,2,0,0,Baby Care,42,5,3.7,7.857,UNKNOWN,UNKNOWN,UNKNOWN
CUST05133,Premium Self-Care,0,,2,6,8667.7,1444.6166666666668,5225.0,490.0,12,3.3333333333333335,0.3333333333333333,0.0,0.8333333333333334,0.16666666666666666,CARD,1,1,4,0,0,Wellness,99,2,15.0,1.818,UNKNOWN,UNKNOWN,UNKNOWN
CUST05134,New Parents,0,,156,5,3933.5,786.7,1710.0,264.0,11,6.0,0.8,0.2,0.8,0.0,COD,2,2,1,0,0,Baby Care,738,156,117.25,0.203,UNKNOWN,UNKNOWN,UNKNOWN
CUST05135,Premium Self-Care,0,,144,3,2703.6,901.1999999999999,1880.0,311.6,4,1.6666666666666667,0.3333333333333333,1.0,0.0,0.0,UPI,0,0,3,0,0,Wellness,197,144,14.5,0.457,UNKNOWN,UNKNOWN,UNKNOWN
CUST05136,Wellness Seekers,0,,43,6,4966.2,827.6999999999999,1928.0,266.4,8,7.5,0.6666666666666666,0.16666666666666666,0.8333333333333334,0.0,UPI,1,0,5,0,0,Wellness,676,43,116.4,0.266,UNKNOWN,UNKNOWN,UNKNOWN
CUST05137,Wellness Seekers,0,,40,9,9214.0,1023.7777777777778,1880.0,261.0,13,5.555555555555555,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.1111111111111111,CARD,0,0,9,0,0,Wellness,739,40,86.375,0.365,UNKNOWN,UNKNOWN,UNKNOWN
CUST05138,Seasoned Parents,0,,27,11,10234.0,930.3636363636364,2684.0,341.7,21,5.909090909090909,0.45454545454545453,0.36363636363636365,0.45454545454545453,0.18181818181818182,CARD,5,5,1,0,0,Baby Care,560,27,52.4,0.589,UNKNOWN,UNKNOWN,UNKNOWN
CUST05139,Premium Self-Care,0,,292,2,888.35,444.175,544.35,344.0,2,2.5,0.5,0.5,0.0,0.5,CARD,0,1,1,0,0,Family Essentials,563,292,189.0,0.107,UNKNOWN,UNKNOWN,UNKNOWN
CUST05140,Budget Families,0,,11,7,6537.5,933.9285714285714,2475.0,301.5,15,21.428571428571427,1.0,0.42857142857142855,0.2857142857142857,0.2857142857142857,CARD,0,5,2,0,0,Family Essentials,165,11,22.833333333333332,1.273,UNKNOWN,UNKNOWN,UNKNOWN
CUST05141,Seasoned Parents,0,,1,12,13787.1,1148.925,2488.0,348.0,25,5.416666666666667,0.5,0.25,0.4166666666666667,0.3333333333333333,UPI,3,4,5,0,0,Wellness,240,1,14.818181818181818,1.5,UNKNOWN,UNKNOWN,UNKNOWN
CUST05142,Dormant Customers,0,,35,1,887.4,887.4,887.4,887.4,1,10.0,1.0,0.0,0.0,1.0,UPI,0,0,1,0,0,Wellness,45,35,0.0,0.667,UNKNOWN,UNKNOWN,UNKNOWN
CUST05143,Budget Families,0,,39,10,12343.5,1234.35,2415.6,316.8,27,18.0,0.9,0.5,0.4,0.1,COD,5,5,0,0,0,Baby Care,240,39,22.22222222222222,1.25,UNKNOWN,UNKNOWN,UNKNOWN
CUST05144,Seasoned Parents,0,,40,11,10633.55,966.6863636363636,1827.9,262.0,22,8.181818181818182,0.7272727272727273,0.45454545454545453,0.36363636363636365,0.18181818181818182,UPI,2,6,3,0,0,Family Essentials,458,40,38.5,0.721,UNKNOWN,UNKNOWN,UNKNOWN
CUST05145,Premium Self-Care,0,,123,2,1401.4,700.7,714.4,687.0,2,2.5,0.5,0.5,0.5,0.0,CARD,0,1,1,0,0,Family Essentials,248,123,70.0,0.242,UNKNOWN,UNKNOWN,UNKNOWN
CUST05146,Budget Families,0,,8,10,12223.8,1222.3799999999999,2856.6,352.0,23,14.5,0.9,0.3,0.4,0.3,COD,2,6,2,0,0,Family Essentials,31,8,2.4444444444444446,9.677,UNKNOWN,UNKNOWN,UNKNOWN
CUST05147,New Parents,0,,6,8,5215.9,651.9875,952.2,344.0,14,7.5,0.625,0.375,0.5,0.125,NETBANKING,3,5,0,0,0,Family Essentials,241,6,30.571428571428573,0.996,UNKNOWN,UNKNOWN,UNKNOWN
CUST05148,Dormant Customers,0,,26,3,4365.3,1455.1000000000001,3174.0,292.0,5,5.0,0.3333333333333333,1.0,0.0,0.0,CARD,0,3,0,0,0,Family Essentials,204,26,82.0,0.441,UNKNOWN,UNKNOWN,UNKNOWN
CUST05149,Premium Self-Care,0,,8,7,6400.7,914.3857142857142,1735.2,299.7,11,3.5714285714285716,0.42857142857142855,0.42857142857142855,0.5714285714285714,0.0,UPI,0,0,7,0,0,Wellness,78,8,11.5,2.692,UNKNOWN,UNKNOWN,UNKNOWN
CUST05150,Premium Self-Care,0,,73,7,8421.6,1203.0857142857144,2964.0,330.6,12,4.285714285714286,0.5714285714285714,0.5714285714285714,0.2857142857142857,0.14285714285714285,CARD,0,1,6,0,0,Wellness,673,73,98.33333333333333,0.312,UNKNOWN,UNKNOWN,UNKNOWN
CUST05151,Budget Families,0,,32,6,8884.0,1480.6666666666667,3506.25,248.2,12,14.166666666666666,1.0,0.6666666666666666,0.16666666666666666,0.16666666666666666,COD,1,4,1,0,0,Family Essentials,244,32,38.0,0.738,UNKNOWN,UNKNOWN,UNKNOWN
CUST05152,Seasoned Parents,0,,13,7,9687.4,1383.9142857142856,2892.0,524.0,14,2.857142857142857,0.2857142857142857,0.5714285714285714,0.2857142857142857,0.14285714285714285,CARD,2,2,3,0,0,Wellness,145,13,19.5,1.448,UNKNOWN,UNKNOWN,UNKNOWN
CUST05153,Wellness Seekers,0,,15,5,5641.8,1128.3600000000001,2488.0,554.8,9,2.0,0.4,0.4,0.4,0.2,UPI,0,2,3,0,0,Wellness,65,15,9.5,2.308,UNKNOWN,UNKNOWN,UNKNOWN
CUST05154,Budget Families,0,,216,4,7181.95,1795.4875,2697.9,1237.5,9,11.25,1.0,0.75,0.0,0.25,CARD,1,3,0,0,0,Family Essentials,605,216,80.66666666666667,0.198,UNKNOWN,UNKNOWN,UNKNOWN
CUST05155,Seasoned Parents,0,,9,7,7145.700000000001,1020.8142857142858,1398.0,676.4,14,8.571428571428571,0.7142857142857143,0.5714285714285714,0.2857142857142857,0.14285714285714285,CARD,2,3,2,0,0,Family Essentials,392,9,39.166666666666664,0.536,UNKNOWN,UNKNOWN,UNKNOWN
CUST05156,Seasoned Parents,0,,19,10,10926.3,1092.6299999999999,4950.0,211.5,21,8.0,0.5,0.6,0.2,0.2,UPI,2,4,4,0,0,Family Essentials,260,19,25.0,1.154,UNKNOWN,UNKNOWN,UNKNOWN
CUST05157,Seasoned Parents,0,,139,6,6730.4,1121.7333333333333,3918.75,276.3,9,11.666666666666666,1.0,0.6666666666666666,0.16666666666666666,0.16666666666666666,CARD,2,2,2,0,0,Baby Care,580,139,78.2,0.31,UNKNOWN,UNKNOWN,UNKNOWN
CUST05158,New Parents,0,,19,10,12806.8,1280.6799999999998,4232.0,480.0,23,6.5,0.4,0.6,0.2,0.2,CARD,7,3,0,0,0,Baby Care,318,19,28.444444444444443,0.943,UNKNOWN,UNKNOWN,UNKNOWN
CUST05159,Budget Families,0,,44,11,13262.1,1205.6454545454546,2964.0,233.6,28,15.454545454545455,0.8181818181818182,0.7272727272727273,0.2727272727272727,0.0,CARD,0,11,0,0,0,Family Essentials,572,44,50.2,0.577,UNKNOWN,UNKNOWN,UNKNOWN
CUST05160,New Parents,0,,19,11,12161.5,1105.590909090909,2612.5,333.9,25,6.818181818181818,0.6363636363636364,0.36363636363636365,0.45454545454545453,0.18181818181818182,CARD,4,7,0,0,0,Family Essentials,521,19,48.3,0.633,UNKNOWN,UNKNOWN,UNKNOWN
CUST05161,New Parents,0,,47,9,5785.85,642.8722222222223,1521.9,192.0,14,8.333333333333334,0.6666666666666666,0.5555555555555556,0.1111111111111111,0.3333333333333333,CARD,8,0,1,0,0,Baby Care,440,47,43.75,0.614,UNKNOWN,UNKNOWN,UNKNOWN
CUST05162,Wellness Seekers,0,,39,9,12131.6,1347.9555555555555,2892.0,460.8,19,4.444444444444445,0.4444444444444444,0.6666666666666666,0.3333333333333333,0.0,CARD,0,1,8,0,0,Wellness,373,39,32.875,0.724,UNKNOWN,UNKNOWN,UNKNOWN
CUST05163,Wellness Seekers,0,,44,4,4014.25,1003.5625,1815.6,316.35,7,8.75,0.75,0.75,0.25,0.0,UPI,0,0,4,0,0,Wellness,434,44,65.0,0.276,UNKNOWN,UNKNOWN,UNKNOWN
CUST05164,Premium Self-Care,0,,159,5,5586.0,1117.2,1928.0,359.0,8,0.0,0.0,0.2,0.8,0.0,CARD,0,0,5,0,0,Wellness,401,159,35.0,0.374,UNKNOWN,UNKNOWN,UNKNOWN
CUST05165,Budget Families,0,,46,7,11756.5,1679.5,3524.4,394.8,18,15.714285714285714,0.8571428571428571,0.8571428571428571,0.0,0.14285714285714285,UPI,3,3,1,0,0,Baby Care,542,46,75.16666666666667,0.387,UNKNOWN,UNKNOWN,UNKNOWN
CUST05166,Premium Self-Care,0,,264,6,6514.2,1085.7,2136.0,359.0,10,2.5,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,CARD,0,1,5,0,0,Wellness,639,264,73.0,0.282,UNKNOWN,UNKNOWN,UNKNOWN
CUST05167,Wellness Seekers,0,,142,10,14457.9,1445.79,3754.4,460.8,19,3.5,0.4,0.3,0.7,0.0,UPI,2,1,7,0,0,Wellness,724,142,59.111111111111114,0.414,UNKNOWN,UNKNOWN,UNKNOWN
CUST05168,Seasoned Parents,0,,7,12,9893.3,824.4416666666666,3015.3,295.8,17,7.916666666666667,0.75,0.5833333333333334,0.16666666666666666,0.25,UPI,0,6,6,0,0,Family Essentials,615,7,49.27272727272727,0.585,UNKNOWN,UNKNOWN,UNKNOWN
CUST05169,Budget Families,0,,72,5,7835.6,1567.1200000000001,4950.0,550.4,13,11.0,0.8,0.2,0.4,0.4,COD,0,5,0,0,0,Family Essentials,333,72,65.25,0.45,UNKNOWN,UNKNOWN,UNKNOWN
CUST05170,Seasoned Parents,0,,9,9,7886.599999999999,876.2888888888888,2667.6,225.6,15,9.444444444444445,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,UPI,2,4,3,0,0,Family Essentials,185,9,21.5,1.459,UNKNOWN,UNKNOWN,UNKNOWN
CUST05171,Dormant Customers,0,,446,1,590.4,590.4,590.4,590.4,2,10.0,1.0,1.0,0.0,0.0,UPI,0,0,1,0,0,Wellness,632,446,0.0,0.047,UNKNOWN,UNKNOWN,UNKNOWN
CUST05172,Seasoned Parents,0,,39,8,8153.8,1019.225,3712.5,216.3,14,10.0,0.625,0.25,0.5,0.25,COD,3,2,3,0,0,Baby Care,677,39,80.42857142857143,0.355,UNKNOWN,UNKNOWN,UNKNOWN
CUST05173,Seasoned Parents,0,,64,5,3761.6,752.3199999999999,1293.9,413.25,7,8.0,0.8,0.8,0.2,0.0,COD,0,1,4,0,0,Wellness,213,64,24.5,0.704,UNKNOWN,UNKNOWN,UNKNOWN
CUST05174,Wellness Seekers,0,,182,3,1375.4,458.4666666666667,730.8,311.6,5,11.666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,CARD,0,0,3,0,0,Wellness,538,182,98.0,0.167,UNKNOWN,UNKNOWN,UNKNOWN
CUST05175,Budget Families,0,,2,10,15865.099999999999,1586.5099999999998,4125.0,584.8,26,18.0,1.0,0.5,0.2,0.3,COD,2,8,0,0,0,Family Essentials,68,2,7.222222222222222,4.412,UNKNOWN,UNKNOWN,UNKNOWN
CUST05176,Wellness Seekers,0,,152,5,3519.2,703.8399999999999,1396.5,328.0,8,5.0,0.6,0.0,0.8,0.2,UPI,0,2,3,0,0,Wellness,238,152,10.5,0.63,UNKNOWN,UNKNOWN,UNKNOWN
CUST05177,Wellness Seekers,0,,241,5,4597.2,919.4399999999999,1376.0,266.4,9,5.0,0.4,0.0,0.8,0.2,UPI,0,1,4,0,0,Wellness,525,241,61.75,0.286,UNKNOWN,UNKNOWN,UNKNOWN
CUST05178,Premium Self-Care,0,,37,5,3172.1,634.42,696.0,512.0,7,2.0,0.2,0.4,0.4,0.2,CARD,0,0,5,0,0,Wellness,548,37,105.75,0.274,UNKNOWN,UNKNOWN,UNKNOWN
CUST05179,Wellness Seekers,0,,125,6,7624.0,1270.6666666666667,2408.0,367.5,11,10.0,0.8333333333333334,0.5,0.5,0.0,CARD,1,0,5,0,0,Wellness,377,125,27.0,0.477,UNKNOWN,UNKNOWN,UNKNOWN
CUST05180,Budget Families,0,,7,9,13886.3,1542.9222222222222,3359.2,496.4,24,12.777777777777779,1.0,0.5555555555555556,0.1111111111111111,0.3333333333333333,COD,2,7,0,0,0,Family Essentials,700,7,77.625,0.386,UNKNOWN,UNKNOWN,UNKNOWN
CUST05181,Budget Families,0,,19,5,4864.75,972.95,1261.4,392.0,11,14.0,1.0,0.2,0.6,0.2,COD,1,2,2,0,0,Family Essentials,670,19,154.25,0.224,UNKNOWN,UNKNOWN,UNKNOWN
CUST05182,New Parents,0,,42,5,6526.2,1305.24,1958.0,777.6,12,9.0,0.8,0.4,0.4,0.2,CARD,3,1,1,0,0,Baby Care,628,42,122.75,0.239,UNKNOWN,UNKNOWN,UNKNOWN
CUST05183,Budget Families,0,,9,10,14512.25,1451.225,4950.0,420.3,25,11.5,1.0,0.5,0.2,0.3,COD,1,8,1,0,0,Family Essentials,194,9,19.333333333333332,1.546,UNKNOWN,UNKNOWN,UNKNOWN
CUST05184,Budget Families,0,,32,9,9781.55,1086.8388888888887,1912.35,405.0,20,11.11111111111111,1.0,0.4444444444444444,0.2222222222222222,0.3333333333333333,UPI,3,2,4,0,0,Wellness,385,32,43.875,0.701,UNKNOWN,UNKNOWN,UNKNOWN
